N,P,K,temperature,humidity,ph,rainfall,label
6,1,2,36,62,6.15,1259,Paddy
29,11,5,36,63,6.74,783,Ground Nuts
37,2,8,33,62,6.41,515,Ground Nuts
38,12,11,26,65,6.57,645,Tobacco
25,4,3,25,53,6.07,434,Pulses
20,25,0,33,51,6.3,1083,Sugarcane
21,34,19,31,68,6.58,854,Pulses
36,16,10,28,63,6.45,643,Tobacco
5,8,10,29,69,7.78,615,Oil seeds
17,24,16,28,66,6.13,517,Maize
22,7,19,31,52,7.19,791,Barley
15,1,11,27,72,6.53,391,Millets
11,36,5,32,58,6.36,692,Ground Nuts
42,12,13,35,64,7.34,1099,Cotton
39,31,3,30,58,7.61,1198,Cotton
8,42,13,33,64,7.17,325,Millets
19,10,12,36,55,6.3,1318,Paddy
27,24,13,33,65,6.62,1299,Sugarcane
14,29,11,33,67,6.25,837,Wheat
19,26,14,29,61,7.34,788,Pulses
24,40,5,38,51,7.13,1160,Cotton
38,19,4,34,62,5.73,1236,Paddy
37,25,7,37,53,7.38,705,Maize
42,19,4,36,59,7.93,878,Cotton
37,40,17,37,58,6.03,929,Tobacco
18,17,1,31,54,6.3,703,Maize
42,34,4,32,59,7.29,478,Millets
10,39,3,32,52,5.82,885,Tobacco
13,28,10,33,52,6.63,1740,Sugarcane
37,30,16,34,59,6.22,1138,Paddy
30,0,9,32,69,6.83,609,Maize
33,28,4,35,56,8.12,770,Cotton
40,6,7,31,55,7.06,643,Oil seeds
4,22,12,38,70,7.01,791,Cotton
6,28,3,37,70,6.89,714,Ground Nuts
13,37,0,30,52,7.42,685,Oil seeds
42,40,12,35,50,6.81,638,Pulses
5,22,18,25,52,6.58,452,Pulses
14,22,1,30,64,6.86,557,Maize
10,0,3,29,72,6.73,610,Pulses
10,29,14,37,71,6.49,797,Maize
28,41,9,29,60,6.01,1545,Sugarcane
34,32,16,27,64,6.59,1120,Paddy
14,40,1,37,55,7.19,516,Pulses
30,42,18,34,62,6.18,883,Tobacco
20,30,14,31,57,7.15,469,Wheat
33,16,2,26,62,5.8,733,Tobacco
15,33,5,36,58,6.74,1410,Sugarcane
25,26,8,35,72,6.21,1137,Paddy
14,6,17,38,59,6.65,813,Tobacco
14,15,5,25,50,7.46,315,Millets
14,11,12,30,64,6.19,1778,Sugarcane
18,23,0,38,65,7.25,522,Barley
25,0,13,25,69,6.32,695,Maize
38,13,8,32,72,5.77,622,Tobacco
35,38,19,36,53,7.28,524,Barley
14,24,15,32,72,6.96,655,Pulses
11,1,6,28,66,6.35,656,Maize
8,39,0,25,70,6.53,770,Maize
23,5,4,36,53,7.16,897,Cotton
35,29,0,36,54,7.68,1148,Cotton
21,16,10,38,53,6.77,874,Ground Nuts
30,14,16,33,56,5.98,1374,Paddy
6,30,7,36,53,6.26,991,Tobacco
8,34,3,31,70,6.07,538,Maize
9,11,12,29,69,6.38,736,Pulses
14,23,14,30,55,6.43,1132,Ground Nuts
36,15,6,36,59,7.05,533,Maize
31,19,9,25,72,7.02,821,Cotton
6,40,8,26,67,6.18,1328,Paddy
15,19,0,27,61,6.44,601,Ground Nuts
11,30,19,37,72,5.56,1340,Paddy
7,3,15,30,72,7.2,1401,Sugarcane
30,38,17,38,58,6.09,856,Wheat
36,7,13,35,57,7.06,725,Maize
24,18,9,30,64,6.62,877,Tobacco
4,31,5,35,58,6.45,778,Tobacco
29,9,17,38,56,6.01,504,Maize
11,27,6,28,57,6.08,685,Pulses
26,36,7,33,66,6.09,1704,Sugarcane
21,17,10,34,60,6.06,687,Barley
8,17,17,29,70,7.36,530,Oil seeds
9,22,0,36,59,6.72,938,Tobacco
12,32,4,37,52,6.37,1294,Sugarcane
10,18,19,32,72,7.92,746,Cotton
22,4,7,27,66,6.67,673,Pulses
27,28,12,33,51,6.37,1170,Ground Nuts
28,26,18,38,71,6.88,1252,Sugarcane
37,29,2,31,55,7.42,1115,Sugarcane
7,42,12,29,66,6.72,796,Pulses
28,0,3,35,63,6.17,814,Pulses
35,3,13,34,56,6.52,727,Ground Nuts
41,0,10,29,53,7.33,930,Wheat
38,12,15,34,64,7.21,505,Oil seeds
14,23,5,30,66,7.03,335,Millets
18,6,16,29,72,7,980,Ground Nuts
17,1,0,36,58,6.18,676,Wheat
13,5,10,27,54,6.94,1441,Paddy
34,12,19,37,50,6.46,1103,Paddy
30,36,9,36,64,7.69,706,Cotton
35,23,13,36,51,6.4,914,Tobacco
5,13,18,26,69,7.29,1873,Sugarcane
27,2,2,29,53,6.24,920,Tobacco
41,6,5,36,70,6.55,988,Ground Nuts
23,4,15,26,65,6.38,736,Maize
28,7,16,37,68,6.02,505,Ground Nuts
35,2,17,32,62,6.55,1110,Sugarcane
15,22,16,30,52,7.08,1733,Sugarcane
32,12,19,37,54,6.73,650,Maize
7,20,12,30,57,6.28,610,Maize
32,39,6,26,64,6.21,769,Pulses
4,31,19,30,68,6.58,483,Wheat
26,25,5,34,70,7.42,628,Barley
38,14,11,36,50,7.33,594,Maize
38,19,7,30,58,6.08,708,Pulses
40,15,13,31,51,7.45,547,Maize
38,39,0,29,71,7.29,675,Wheat
17,1,12,32,62,6.11,440,Millets
17,42,1,30,57,6.37,498,Barley
19,17,14,32,52,7.27,456,Millets
7,3,0,25,70,6.97,1205,Sugarcane
13,17,17,25,57,6.31,1419,Paddy
5,8,1,37,71,6.69,315,Millets
30,31,5,38,62,6.69,722,Maize
5,0,10,33,58,6,666,Ground Nuts
4,33,4,35,65,6.94,752,Oil seeds
28,15,19,38,50,7.38,406,Millets
16,7,13,28,65,7.47,741,Maize
31,3,13,32,66,7.38,1683,Sugarcane
25,15,12,31,53,6.88,600,Wheat
11,14,19,29,52,6.07,462,Pulses
37,34,13,33,68,7.01,532,Maize
31,42,6,33,52,7.1,761,Cotton
24,13,8,38,69,6.78,916,Tobacco
23,12,3,31,70,6.13,836,Pulses
32,25,5,27,72,6.99,814,Pulses
17,18,14,25,57,6.32,1100,Sugarcane
27,30,14,38,65,7.46,597,Barley
33,22,8,29,65,6.68,470,Millets
37,39,5,29,50,7.15,731,Oil seeds
27,38,15,28,54,7.24,723,Cotton
28,9,7,33,54,6.7,1449,Sugarcane
34,21,11,33,61,6.41,536,Barley
33,21,4,37,58,6.94,711,Ground Nuts
9,19,14,31,70,7.36,1317,Sugarcane
40,2,14,35,65,6.04,1331,Paddy
25,26,9,30,66,6.3,418,Millets
26,34,19,29,52,6.97,423,Oil seeds
38,37,18,28,65,7.08,1984,Sugarcane
12,11,6,31,55,6.16,916,Wheat
31,2,17,31,56,6.22,436,Barley
4,17,6,25,55,7.45,776,Oil seeds
38,25,15,37,54,6.59,1301,Paddy
13,37,1,34,53,6.57,578,Maize
5,19,10,25,63,7.25,779,Maize
5,18,3,38,66,7.18,444,Millets
16,37,7,36,63,6.37,843,Ground Nuts
21,30,6,28,51,7.14,470,Millets
12,17,10,36,70,7.84,718,Oil seeds
13,20,9,26,64,6.11,506,Ground Nuts
17,39,7,37,56,5.8,662,Tobacco
40,40,2,31,72,6.65,530,Maize
36,2,15,28,52,7.23,311,Millets
5,33,9,32,51,6.56,573,Millets
9,1,12,31,55,6.4,1003,Paddy
23,23,15,37,62,7.01,856,Cotton
36,39,3,25,66,6.45,523,Maize
22,40,7,34,57,7.25,788,Pulses
33,26,11,28,69,7.71,866,Cotton
16,32,2,29,63,6.9,798,Barley
12,21,1,37,64,6.58,768,Maize
22,8,18,33,59,6.85,779,Maize
26,41,9,28,56,6.89,753,Wheat
4,14,11,33,59,7.61,1098,Cotton
27,18,4,35,51,5.71,803,Tobacco
15,7,15,34,72,6.03,1091,Ground Nuts
9,17,5,36,71,6.05,1599,Sugarcane
12,27,1,37,57,6.63,676,Oil seeds
20,17,13,35,66,6.83,785,Oil seeds
34,19,14,35,60,7.42,531,Wheat
25,36,19,26,72,6.02,1152,Ground Nuts
4,25,1,32,63,6.74,506,Maize
7,32,17,38,65,6.03,923,Wheat
38,35,1,34,66,7.41,1881,Sugarcane
21,10,6,26,65,6.78,1382,Paddy
6,35,18,31,60,5.98,1265,Paddy
21,33,19,33,60,6.74,1127,Sugarcane
39,29,5,38,63,6.47,702,Barley
35,21,8,32,50,7.18,782,Pulses
26,11,13,28,50,7.08,878,Cotton
15,32,3,35,56,6.72,1293,Sugarcane
17,21,3,35,52,8.17,1094,Cotton
11,4,17,28,62,6.58,870,Ground Nuts
40,4,6,26,60,7.23,750,Barley
11,24,1,31,60,6.02,745,Tobacco
31,20,12,29,65,7.37,1148,Cotton
16,3,8,36,61,6.5,1027,Ground Nuts
41,7,5,34,66,7.03,519,Millets
23,39,5,35,72,6.49,599,Millets
27,18,1,32,62,7.28,728,Barley
14,5,5,32,65,6.26,393,Barley
23,38,15,26,65,6.65,839,Ground Nuts
4,4,15,32,57,7.24,1162,Cotton
12,2,19,30,62,6.7,501,Millets
36,12,2,33,70,6.91,792,Ground Nuts
26,26,15,27,54,7.16,527,Oil seeds
4,42,14,35,50,5.8,767,Tobacco
22,21,13,35,66,6.07,875,Wheat
6,15,14,37,68,6.19,436,Millets
16,7,15,34,70,6.36,795,Maize
21,39,13,32,64,6.86,502,Millets
27,2,12,26,58,6.48,1189,Ground Nuts
32,22,18,37,52,6.75,1299,Paddy
10,6,8,29,66,6.65,734,Tobacco
21,34,8,34,57,7.38,986,Cotton
37,40,19,27,58,6.28,860,Wheat
4,39,10,29,72,6.67,505,Millets
14,26,18,30,71,6.63,656,Tobacco
18,25,18,32,71,6.87,392,Millets
41,31,9,32,50,6,1341,Paddy
30,4,4,38,64,7.3,528,Barley
33,2,8,34,71,7.4,838,Wheat
10,30,12,27,65,6.24,1589,Sugarcane
25,18,0,33,53,5.83,892,Tobacco
31,7,16,27,52,7.14,1131,Cotton
15,12,1,26,54,6.2,713,Wheat
42,36,3,36,65,6.71,735,Wheat
18,32,8,27,64,6.95,1620,Sugarcane
42,17,14,26,66,6.29,762,Wheat
9,14,18,29,64,7.49,791,Barley
29,14,17,31,69,7.44,729,Oil seeds
15,27,12,26,52,6.51,843,Pulses
31,1,15,29,53,7.35,561,Maize
15,17,3,26,54,6.21,1005,Paddy
13,7,2,37,64,7.4,449,Wheat
8,20,16,38,65,6.09,854,Wheat
42,34,5,35,70,7.12,419,Barley
10,27,4,38,65,7.88,887,Cotton
7,41,9,25,56,5.96,664,Tobacco
10,41,3,27,59,5.88,1028,Paddy
36,20,10,25,61,8.09,1196,Cotton
14,37,5,35,70,7.57,462,Wheat
9,7,0,27,62,6.05,307,Millets
17,0,16,36,67,6.03,776,Barley
7,8,5,35,68,6.79,1054,Ground Nuts
10,42,7,27,72,6.1,589,Ground Nuts
20,38,5,25,71,7.42,507,Barley
18,4,7,29,57,6.23,689,Tobacco
7,8,18,29,60,7.37,1679,Sugarcane
8,6,9,34,52,5.53,787,Tobacco
18,34,7,30,51,6.24,592,Ground Nuts
22,5,13,28,71,7.17,881,Pulses
23,35,13,30,52,6.09,468,Pulses
36,35,6,25,55,6.83,485,Barley
33,9,11,33,58,6.94,1054,Paddy
14,18,18,36,67,7.71,892,Cotton
9,36,18,33,70,7.15,553,Maize
42,23,13,25,53,6.94,875,Pulses
8,2,4,25,71,5.76,899,Tobacco
41,40,7,28,53,6.94,1943,Sugarcane
21,33,10,36,68,6.94,559,Maize
15,33,3,31,53,6.1,432,Millets
42,30,0,35,54,6.14,834,Tobacco
11,10,9,29,71,7.21,724,Cotton
10,1,6,27,64,7.56,982,Cotton
37,31,2,27,51,6.85,427,Barley
35,4,17,29,63,6.9,679,Wheat
14,40,16,38,63,5.87,748,Tobacco
30,28,6,35,62,7.56,758,Wheat
4,28,7,26,59,6.64,967,Ground Nuts
40,22,6,36,59,6.62,410,Pulses
12,27,0,30,55,6.5,893,Pulses
18,17,0,36,59,6.17,703,Wheat
38,40,6,25,60,6.26,515,Maize
26,12,7,33,60,6.67,563,Barley
28,28,17,37,66,6.45,534,Barley
27,18,14,28,66,6.22,654,Pulses
25,0,11,26,70,7.68,1062,Cotton
12,34,6,37,65,6.39,583,Barley
40,29,13,26,62,7.39,503,Oil seeds
25,6,1,34,60,7.76,739,Wheat
42,4,3,29,58,6.83,744,Maize
11,8,0,25,67,6.29,550,Millets
22,9,6,27,68,6.72,408,Millets
18,0,5,31,55,6.9,1027,Ground Nuts
16,41,19,28,69,7.78,438,Oil seeds
30,5,4,30,68,6.19,743,Wheat
37,11,3,25,69,7.73,1070,Cotton
23,11,10,25,69,6.8,997,Wheat
27,27,11,32,57,6.86,892,Pulses
20,18,19,33,60,7.1,677,Maize
11,21,2,35,67,7.54,1004,Cotton
22,7,9,25,53,7.24,814,Wheat
40,21,14,36,55,7.19,338,Millets
42,21,13,30,61,6.3,1293,Paddy
23,36,17,34,62,7.76,657,Oil seeds
33,38,16,33,66,7.09,477,Oil seeds
28,12,11,37,70,7.1,721,Maize
14,36,14,26,53,6.15,1451,Paddy
29,22,17,37,67,7.38,698,Oil seeds
14,31,11,28,55,6.12,758,Tobacco
34,20,11,26,61,7.79,948,Cotton
42,30,8,36,64,6.6,1701,Sugarcane
18,9,5,36,65,6.06,1108,Paddy
36,4,10,30,68,7.4,634,Wheat
21,15,17,38,57,6.86,1181,Ground Nuts
14,20,3,34,71,6.31,1146,Ground Nuts
9,42,13,31,60,7.47,389,Millets
34,4,2,34,70,7.73,733,Wheat
8,7,6,32,53,7.22,404,Wheat
38,40,8,34,71,6.54,476,Pulses
28,10,17,37,69,6.7,518,Millets
26,18,7,34,64,6.87,769,Oil seeds
32,40,13,36,57,7.34,1575,Sugarcane
34,27,17,33,69,6.45,622,Maize
38,38,15,29,52,7.09,1002,Cotton
4,38,5,38,51,5.78,1346,Paddy
26,15,15,33,61,6.25,666,Maize
11,38,13,31,58,8.17,956,Cotton
8,9,1,27,70,6.33,516,Pulses
12,15,18,35,50,7.15,751,Ground Nuts
8,31,3,35,69,5.53,1295,Paddy
9,0,14,31,70,6.7,825,Tobacco
28,9,10,26,64,6.04,478,Millets
30,26,9,38,54,6.24,549,Ground Nuts
17,35,19,28,57,6.62,781,Barley
5,6,16,29,51,6.4,1149,Paddy
14,32,13,27,57,6.85,720,Pulses
42,32,13,26,62,6.21,702,Maize
34,27,6,30,56,7.14,517,Wheat
8,35,16,30,63,6.6,677,Tobacco
17,35,9,37,55,7.39,760,Barley
35,19,12,36,53,6.78,1577,Sugarcane
8,38,12,28,53,7.11,690,Barley
33,36,6,31,66,7.17,768,Cotton
27,1,0,25,54,6.06,1813,Sugarcane
40,18,10,37,61,7.98,776,Cotton
26,0,13,38,70,7.27,647,Oil seeds
42,24,15,28,72,7.31,676,Barley
24,7,5,37,61,6.31,598,Barley
33,27,16,25,57,6.22,505,Ground Nuts
40,9,0,38,59,6.48,1351,Paddy
23,8,6,30,56,6.17,370,Millets
26,4,6,34,60,7.39,766,Maize
19,10,1,31,53,6.07,1295,Sugarcane
27,6,11,25,59,7.1,1001,Cotton
10,5,3,35,62,7.13,527,Oil seeds
23,31,15,27,69,7.44,621,Pulses
8,20,3,35,61,7.03,997,Cotton
31,42,15,38,54,6.33,718,Pulses
22,15,13,32,52,7.31,683,Maize
4,15,15,32,64,6.44,606,Maize
37,21,8,34,69,6.97,777,Wheat
14,19,12,36,72,6.08,693,Maize
26,16,16,28,52,7.51,485,Wheat
41,36,4,34,53,6.92,480,Wheat
39,36,18,27,51,6.51,545,Ground Nuts
14,41,3,34,50,6.13,824,Tobacco
36,35,14,34,50,6.12,300,Barley
4,24,11,26,56,7.26,647,Maize
16,7,15,31,58,6.57,1526,Sugarcane
16,21,6,29,62,7.71,925,Wheat
23,25,1,36,63,6.3,827,Ground Nuts
29,14,18,31,52,7.16,961,Cotton
12,40,2,36,54,6.07,682,Maize
7,25,17,37,57,6.35,553,Barley
29,12,1,38,51,6.7,595,Millets
22,12,13,28,70,6.92,515,Barley
17,37,17,26,56,6.64,1382,Sugarcane
7,9,17,37,60,7.47,513,Wheat
38,4,16,32,71,7.19,961,Ground Nuts
14,41,6,27,61,7.98,439,Oil seeds
13,5,9,33,65,7.44,598,Barley
15,19,4,37,63,6.98,753,Oil seeds
13,22,8,38,57,6.09,1025,Paddy
20,29,5,28,65,6.51,407,Wheat
33,1,12,28,66,5.54,1073,Paddy
24,40,5,26,63,7.29,697,Pulses
32,28,8,36,67,6.43,750,Ground Nuts
28,38,13,27,51,5.78,648,Tobacco
6,32,3,36,51,7.03,952,Ground Nuts
10,25,14,38,72,6.19,1108,Paddy
34,29,14,34,61,6.18,449,Wheat
28,29,4,36,72,6.33,1054,Ground Nuts
12,2,9,33,55,6.97,1704,Sugarcane
16,8,14,32,67,6.26,316,Millets
42,24,15,27,60,6.82,1189,Paddy
18,31,15,34,62,6.56,850,Wheat
37,40,3,34,52,6.02,654,Ground Nuts
42,14,3,30,50,6.4,556,Barley
20,25,10,25,51,7.19,1053,Ground Nuts
10,31,1,27,72,7.25,718,Maize
17,28,4,31,62,6.55,460,Barley
16,7,19,38,70,7.1,996,Ground Nuts
16,40,16,27,70,6.62,748,Oil seeds
33,23,10,34,61,6.66,530,Ground Nuts
42,16,16,27,50,5.52,729,Tobacco
15,3,17,28,56,6.38,688,Tobacco
18,39,6,25,65,6.23,513,Wheat
4,16,4,37,56,6.11,503,Barley
4,13,5,27,66,7.79,615,Wheat
17,33,5,36,72,7.61,979,Cotton
19,12,5,25,63,5.94,839,Tobacco
20,38,14,37,60,7.33,772,Wheat
29,18,9,26,63,7.17,562,Oil seeds
36,30,11,29,65,7.19,704,Maize
40,26,19,35,71,7.1,859,Ground Nuts
28,5,16,31,58,7.49,779,Maize
23,14,2,36,53,6.97,528,Barley
24,10,7,34,60,6.31,704,Barley
8,8,10,25,55,6.25,383,Millets
40,31,18,38,66,6.74,1150,Paddy
31,18,17,26,56,6.26,738,Barley
21,13,10,35,50,6.56,774,Maize
10,18,19,37,52,7.35,798,Maize
30,32,5,32,68,6.31,378,Millets
23,39,2,31,71,6.09,1328,Paddy
35,25,7,27,69,7.45,1783,Sugarcane
4,32,17,28,71,7.07,661,Oil seeds
41,31,16,32,53,6.73,589,Pulses
38,26,4,35,63,7.31,425,Wheat
35,24,11,31,60,7.48,572,Maize
29,15,5,27,62,7.46,610,Pulses
15,28,5,32,63,6.44,559,Barley
42,6,14,26,68,7.27,982,Cotton
27,32,4,30,71,6.52,432,Millets
16,11,9,25,56,6.08,823,Pulses
13,19,15,38,56,7.16,1118,Ground Nuts
40,25,17,27,58,6.87,1968,Sugarcane
37,23,3,27,70,6.46,647,Tobacco
16,36,19,29,69,6.22,565,Maize
41,16,19,36,71,6.84,470,Pulses
28,13,9,29,67,7.95,618,Oil seeds
39,13,9,34,50,6.6,912,Ground Nuts
17,10,10,34,58,7.38,607,Pulses
42,2,10,28,61,7.57,524,Wheat
14,42,13,27,61,6.99,1347,Paddy
27,15,9,36,57,6.76,1217,Paddy
19,19,15,30,70,5.52,921,Tobacco
23,40,9,25,62,5.73,820,Tobacco
10,19,6,30,58,7.48,734,Maize
7,5,10,25,52,6.76,488,Millets
19,1,13,30,58,6.64,300,Millets
39,17,2,34,66,6.2,476,Millets
16,22,12,32,68,7.01,493,Millets
5,21,1,30,54,6.03,660,Maize
42,33,7,29,71,6.31,381,Millets
25,23,17,35,69,5.63,754,Tobacco
34,0,15,36,60,8.02,961,Cotton
14,21,6,26,66,6.84,621,Wheat
27,42,1,32,52,6.78,969,Ground Nuts
33,22,18,26,68,7.38,648,Wheat
31,13,14,38,69,7.31,786,Maize
41,15,11,33,65,6.9,672,Maize
6,17,12,32,53,5.78,975,Tobacco
20,35,11,26,71,7.35,1832,Sugarcane
25,4,4,31,53,7.34,662,Pulses
34,37,10,32,56,6.18,1391,Paddy
27,40,2,26,50,6.18,704,Maize
5,9,3,37,55,6.66,643,Pulses
29,10,8,31,60,7.59,586,Wheat
4,37,15,34,65,6.6,1016,Paddy
34,40,13,28,63,6.44,1005,Sugarcane
37,19,15,36,50,6.61,778,Pulses
14,25,17,25,50,6.87,317,Barley
25,4,5,36,55,7.14,704,Barley
31,14,18,31,71,7.77,963,Cotton
6,31,9,29,59,7.25,321,Millets
32,7,13,34,53,7.92,533,Oil seeds
31,16,15,36,66,6.57,794,Oil seeds
35,7,4,26,70,7.43,895,Wheat
4,39,5,29,67,7.25,471,Pulses
8,16,4,32,50,6.33,519,Barley
31,29,13,30,53,6.09,608,Ground Nuts
42,38,8,33,67,7.31,1279,Sugarcane
23,13,1,34,62,6.71,563,Millets
36,38,0,35,67,6.85,1071,Paddy
21,27,4,38,65,7.71,775,Oil seeds
28,31,2,26,70,8.09,839,Cotton
7,17,8,25,65,6.46,427,Millets
18,32,5,34,70,6.57,688,Wheat
42,12,10,32,58,6.44,1046,Paddy
33,13,0,38,59,7.05,586,Pulses
14,23,2,29,64,6.39,570,Maize
4,22,8,33,51,6.92,696,Oil seeds
33,11,17,38,72,7.31,543,Oil seeds
19,3,7,38,61,7.04,784,Cotton
15,38,11,38,65,7.54,1052,Cotton
20,18,17,31,64,6.47,971,Wheat
28,5,1,33,61,6.35,1560,Sugarcane
25,35,2,32,70,7.49,915,Cotton
26,22,3,35,69,7.34,964,Cotton
34,23,19,32,57,6.27,1054,Paddy
31,0,14,34,71,7.23,1790,Sugarcane
40,24,10,37,71,6.98,687,Barley
24,25,18,38,62,7.13,587,Millets
21,23,4,25,62,6.81,1285,Paddy
33,27,13,35,56,7.37,626,Oil seeds
16,4,0,25,66,7.54,505,Oil seeds
9,31,1,38,63,6.94,692,Ground Nuts
38,18,5,30,51,6.27,516,Millets
34,1,10,27,66,6.66,617,Barley
18,20,3,34,65,6.39,903,Ground Nuts
7,17,2,37,72,6.67,1014,Paddy
29,28,11,37,66,7.39,506,Pulses
4,26,12,30,67,7.97,495,Oil seeds
42,37,0,31,67,6.77,1158,Sugarcane
27,12,14,32,50,6.59,942,Tobacco
21,39,12,26,70,7.23,502,Wheat
39,3,2,34,63,6.12,394,Barley
30,3,14,32,69,6.04,589,Maize
7,2,10,31,65,7.21,692,Maize
26,32,6,31,56,6.74,487,Pulses
28,38,19,36,62,7.8,1062,Cotton
28,22,0,31,72,7.28,491,Oil seeds
35,21,6,27,68,7.03,899,Cotton
15,6,16,37,58,7.05,831,Pulses
23,6,3,26,71,6.12,1026,Sugarcane
37,25,14,35,62,6.95,390,Millets
35,41,15,29,69,6.35,1509,Sugarcane
22,17,19,36,61,7.18,825,Cotton
16,18,11,31,60,7.27,565,Pulses
12,23,11,35,55,6.12,766,Pulses
7,20,13,25,64,6.09,650,Ground Nuts
36,19,1,36,61,6.96,668,Oil seeds
19,40,2,25,53,6.14,1512,Sugarcane
20,38,2,29,70,7.05,708,Cotton
42,36,1,29,54,6.23,351,Barley
10,16,16,27,50,6.47,1189,Ground Nuts
38,6,2,30,61,6.84,325,Barley
4,36,15,37,72,7.57,465,Oil seeds
19,10,8,30,68,6.77,472,Barley
40,27,4,35,63,7.41,1762,Sugarcane
37,6,1,37,72,6.66,626,Tobacco
28,33,17,33,65,7.74,424,Oil seeds
22,35,6,32,54,7.13,1000,Sugarcane
23,37,19,32,69,6.19,657,Pulses
34,11,2,31,56,7.81,645,Oil seeds
22,21,18,31,68,6.44,757,Barley
14,9,4,37,56,7.3,791,Barley
29,39,9,36,70,6.04,1192,Ground Nuts
14,35,16,34,65,6.13,479,Pulses
12,25,9,35,71,7.31,765,Maize
42,5,3,26,62,6.22,656,Barley
37,14,10,29,51,7.03,1091,Cotton
11,12,6,32,55,5.9,933,Tobacco
40,15,16,38,53,7.45,1844,Sugarcane
38,16,2,35,62,7.34,518,Maize
24,19,7,33,62,6.53,1837,Sugarcane
4,14,0,36,65,7.13,318,Millets
33,34,19,33,57,6.65,662,Maize
36,28,11,33,52,6.27,531,Millets
5,15,17,33,56,6.24,886,Ground Nuts
22,27,12,33,54,7.46,475,Barley
39,8,12,29,59,7.2,684,Oil seeds
27,42,12,32,60,7.31,549,Pulses
12,1,13,34,67,6.94,569,Wheat
4,36,16,25,68,6.48,339,Barley
39,32,4,35,62,6.28,670,Tobacco
17,26,19,38,54,6.08,1161,Ground Nuts
40,7,4,25,59,7.35,1192,Cotton
15,27,18,28,55,6.49,679,Pulses
4,2,17,26,52,7.23,552,Millets
14,21,6,27,56,5.67,733,Tobacco
34,17,18,38,59,6.86,519,Barley
35,34,5,38,65,7.77,1180,Cotton
7,4,2,25,65,6.67,708,Tobacco
26,18,14,29,63,7.43,549,Barley
27,10,7,26,72,6.84,740,Maize
36,13,5,37,66,7.72,726,Oil seeds
5,11,19,30,68,7.05,395,Millets
38,27,18,36,50,6.42,824,Tobacco
36,21,16,36,57,6.61,724,Wheat
34,27,16,38,62,7.06,831,Wheat
35,8,16,28,59,6.57,600,Maize
9,12,13,35,65,7.16,921,Ground Nuts
37,10,0,29,71,6.77,883,Pulses
39,39,10,32,63,6.49,673,Pulses
12,31,17,27,64,6.91,484,Oil seeds
38,32,0,33,54,7.27,1096,Cotton
11,16,4,37,67,6.04,696,Wheat
9,17,12,25,55,6.79,923,Tobacco
9,21,12,35,61,6.11,605,Tobacco
42,17,17,33,67,6.51,1028,Sugarcane
9,13,1,37,50,8.07,873,Cotton
26,36,14,36,71,6.43,513,Barley
6,4,1,31,59,6.3,875,Pulses
6,19,8,31,52,5.91,1402,Paddy
18,25,4,30,52,5.9,791,Tobacco
6,7,7,25,55,7.27,560,Millets
8,33,10,28,54,6.03,1045,Sugarcane
23,28,18,30,70,6.6,672,Wheat
22,12,14,33,55,7.15,1893,Sugarcane
28,22,18,37,72,6.03,869,Tobacco
30,13,2,29,69,7,543,Oil seeds
23,16,6,26,71,8.07,971,Cotton
6,22,15,34,71,7.66,563,Wheat
9,27,13,36,50,5.73,783,Tobacco
17,17,17,36,64,6.02,569,Maize
11,13,6,25,68,6.43,626,Wheat
9,18,2,32,71,7.36,494,Millets
9,25,16,36,68,6.29,315,Millets
28,41,0,25,58,7.42,590,Pulses
10,42,13,34,60,7.21,1810,Sugarcane
34,19,5,30,64,6.01,1957,Sugarcane
19,7,9,31,66,6.26,453,Wheat
34,20,3,35,58,7.2,931,Cotton
22,24,5,32,66,5.91,878,Tobacco
33,16,11,26,51,6.66,984,Tobacco
7,13,16,37,64,6.93,935,Ground Nuts
5,11,2,34,57,6.89,815,Ground Nuts
36,31,10,31,64,6.3,605,Ground Nuts
25,9,9,38,65,6.29,429,Millets
18,9,14,35,53,6.57,1805,Sugarcane
30,32,1,38,58,6.66,930,Ground Nuts
38,26,9,29,51,7.39,1117,Cotton
30,19,16,28,55,6.31,728,Barley
31,6,2,36,57,6.22,815,Ground Nuts
25,37,9,37,64,6.31,869,Tobacco
40,5,11,25,52,5.87,689,Tobacco
25,19,11,30,51,6.65,785,Oil seeds
34,11,16,25,60,7.25,1059,Sugarcane
16,23,16,29,56,7.92,990,Cotton
4,2,4,27,56,6.72,457,Barley
9,5,13,35,64,7.1,576,Barley
8,33,9,32,50,6.85,1278,Sugarcane
4,37,13,26,69,5.88,736,Tobacco
26,38,5,34,54,6.98,450,Millets
32,42,8,25,66,6.84,907,Ground Nuts
41,25,12,37,57,7.44,460,Millets
7,24,4,27,52,6.16,1049,Paddy
9,12,6,26,54,6.9,536,Wheat
10,6,7,26,66,6.81,505,Millets
21,8,2,31,57,5.74,741,Tobacco
18,28,12,34,65,6.72,511,Pulses
33,4,3,33,72,6.35,1445,Paddy
25,29,16,25,65,6.85,1075,Paddy
17,24,12,27,56,6.35,615,Maize
34,18,5,31,53,6.71,701,Pulses
19,40,9,32,68,7.15,688,Pulses
9,39,14,25,62,6.7,1483,Paddy
28,1,3,28,54,6.08,1312,Paddy
18,26,7,28,63,6.31,486,Wheat
39,38,9,37,63,6.24,1599,Sugarcane
7,6,15,32,67,6.14,1481,Sugarcane
